1.0148,1.1034,0.945,1
1.0163,1.0662,0.975,1
1.0192,1.1221,0.825,1
1.0177,1.0103,0.855,1
1.0132,1.0476,0.795,1
1.0117,1.0848,0.765,1
1.0088,1.0289,0.915,1
1.0103,1.1407,0.885,1
